time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-11-22,14.7,7.4,21.9,0.0,0.0,353.0,6.1,,1025.8,
2021-11-23,13.3,4.1,21.9,0.0,0.0,119.0,5.4,,1022.1,
2021-11-24,18.9,11.9,25.8,1.8,0.0,159.0,5.8,,1016.3,
2021-11-25,15.8,10.2,20.8,0.0,0.0,345.0,10.4,,1023.8,
2021-11-26,10.2,6.9,14.1,0.0,0.0,5.0,5.0,,1027.2,
2021-11-27,10.1,8.5,11.3,15.2,0.0,348.0,1.4,,1021.0,
2021-11-28,14.0,8.0,22.4,0.0,0.0,0.0,3.6,,1022.5,
2021-11-29,14.0,7.4,23.0,0.0,0.0,322.0,3.6,,1022.8,
2021-11-30,15.9,9.1,24.1,0.0,0.0,201.0,5.0,,1019.9,
2021-12-01,17.3,10.2,24.6,0.0,0.0,339.0,2.5,,1019.9,
2021-12-02,18.0,11.3,27.4,0.0,0.0,344.0,2.2,,1020.1,
2021-12-03,20.3,16.9,24.1,0.8,0.0,175.0,5.0,,1016.8,
2021-12-04,21.2,18.0,25.8,0.0,0.0,181.0,4.3,,1017.0,
2021-12-05,22.4,19.6,26.9,0.0,0.0,192.0,7.9,,1013.5,
2021-12-06,17.5,8.5,23.0,0.0,0.0,335.0,10.4,,1017.9,
2021-12-07,12.2,4.6,20.8,0.0,0.0,329.0,3.6,,1017.4,
2021-12-08,16.4,7.4,26.3,0.0,0.0,27.0,3.2,,1015.2,
2021-12-09,20.8,16.9,26.3,0.0,0.0,199.0,6.8,,1011.5,
2021-12-10,24.1,21.9,29.6,0.3,0.0,184.0,6.8,,1007.6,
2021-12-11,13.7,4.6,22.4,0.0,0.0,353.0,11.5,,1020.9,
2021-12-12,8.8,0.8,16.9,0.0,0.0,25.0,2.5,,1025.6,
2021-12-13,12.9,6.9,18.5,0.0,0.0,21.0,2.5,,1023.6,
2021-12-14,18.9,14.6,25.2,0.3,0.0,7.0,2.2,,1021.9,
2021-12-15,23.4,20.8,27.4,0.0,0.0,170.0,11.5,,1016.7,
2021-12-16,23.3,21.9,26.3,0.0,0.0,172.0,7.2,,1014.9,
2021-12-17,23.3,21.9,26.3,0.0,0.0,166.0,10.8,,1013.2,
2021-12-18,15.5,8.0,22.4,41.4,0.0,355.0,12.2,,1017.4,
2021-12-19,8.8,4.6,13.5,0.3,0.0,356.0,7.6,,1026.2,
2021-12-20,10.2,6.3,15.8,0.0,0.0,6.0,1.4,,1022.8,
2021-12-21,11.2,3.5,20.2,0.0,0.0,358.0,2.9,,1019.8,
2021-12-22,15.7,9.6,24.1,0.0,0.0,161.0,6.5,,1016.6,
2021-12-23,17.0,13.0,21.9,0.0,0.0,189.0,6.1,,1016.9,
2021-12-24,20.0,16.3,25.8,0.0,0.0,188.0,10.4,,1012.5,
2021-12-25,21.1,16.9,26.3,0.0,0.0,197.0,5.8,,1012.0,
2021-12-26,19.9,15.8,24.6,0.0,0.0,188.0,6.5,,1012.5,
2021-12-27,21.8,19.6,26.3,0.0,0.0,183.0,9.7,,1009.9,
2021-12-28,20.7,16.9,24.1,0.0,0.0,201.0,5.4,,1005.3,
2021-12-29,21.0,15.2,28.0,0.0,0.0,348.0,2.2,,1007.2,
2021-12-30,19.7,14.1,28.0,0.0,0.0,353.0,3.6,,1011.3,
2021-12-31,22.2,19.1,28.5,0.0,0.0,170.0,8.3,,1007.4,
2022-01-01,21.5,3.5,25.8,0.0,0.0,269.0,7.9,,1005.0,
